Article_Id,Article_Title,Article_Abstract_Text,Article_Keywords,Article_Year,Article_Authors,Article_Url
"1104"," Applying fuzzy clustering method to color image segmentation",""," fuzzy clustering method ; color image segmentation ; distance measures ; similarity measure ; parallel computing ; OpenMP",""," Omer Sakarya."," 10.15439/2015F222"
"1105"," Distance-based ensemble online classifier with Kernel clustering",""," kernel functions ; kernel based fuzzy clustering ; online learning",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.1007/978-3-319-19857-6_25"
"1106"," Molecular modeling of the binding modes of the iron-sulfur protein to the Jac1 co-chaperone from Saccharomyces cerevisiae by all-atom and coarse-grained approaches",""," iron-sulfur cluster biogenesis ; iron-sulfur protein 1 ; J-protein ; Isu1-Jac1 interactions ; UNited RESidue (UNRES) force field ; homology modeling",""," Magdalena A. Mozolewska, Pawel Krupa, Harold A. Scheraga, Adam Liwo."," 10.1002/prot.24824"
"1107"," The assessment of impact value of Minkowski's constant for the possibility of group structure identification in high dimensional dat",""," cluster analysis ; curse of dimensionality ; exponential metrics",""," Kamila Migdal-Najman."," 10.15611/pn.2015.384.20"
"1108"," Between cooperation and competition - coopetition strategy in ICT clusters",""," coopetition ; cooperation ; competition ; clusters",""," Emilia Dobrowolska."," 10.12775/AUNC_ZARZ.2015.021"
"1109"," Potential of cooperation in newly formed cluster initiatives - evidence from the tourism sector",""," networking ; cooperation ; clusters ; SME sector ; tourism",""," Sylwia Badowska, Anna Golec."," 10.7172/1644-9584.50.9"
"1110"," The role of mitochondria and the CIA machinery in the maturation of cytosolic and nuclear iron-sulfur proteins",""," membrane transport ; ABC transporter ; Atm1-ABCB7 ; iron-sulfur cluster ; iron storage disease ; glutathione ; glutaredoxin ; cysteine desulfurase ; frataxin",""," Roland Lill, Rafal Dutkiewicz, Sven A. Freibert, Torsten Heidenreich, Judita Mascarenhas, Daili J. Netz, Viktoria D. Paul, Antonio J. Pierik, Nadine Richter, Martin St&#0252;mpfig, Vasundara Srinivasan, Oliver Stehling, Ulrich M&#0252;hlenhoff."," 10.1016/j.ejcb.2015.05.002"
"1111"," The application of the parallel computing in cluster analysis",""," algorithm acceleration ; cluster analysis ; parallel computing",""," Krzysztof Najman."," 10.15611/pn.2015.384.22"
"1112"," A family of the online distance-based classifiers",""," online learning ; fuzzy C-means clustering ; Rotation Forest",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.1007/978-3-319-05458-2_19"
"1113"," Genuinely multipoint temporal quantum correlations and universal measurement-based quantum computing",""," spatial correlations ; temporal correlations ; quantum measurements ; Greenberger-Horne-Zeilinger correlations ; general measurements ; 1D-cluster-gate ; universal one-way quantum computing",""," Marcin Markiewicz, Anna Przysiezna, Stephen Brierley, Tomasz Paterek."," 10.1103/PhysRevA.89.062319"
"1114"," High-symmetry compact structures are preferred equilibrium configurations of LinFn+1- (n = 2-5) superhalogen anions",""," superhalogen ; anions ; clusters ; electronic stability ; ab initio calculations ; vertical electron detachment",""," Dorota Wilenska, Piotr Skurski, Iwona Anusiewicz."," 10.1016/j.jfluchem.2014.09.015"
"1115"," Principal component and cluster analysis for determining diversification of bottom morphology based on bathymetric profiles from Brepollen (Hornsund, Spitsbergen)",""," fjord morphology ; Brepollen ; Hornsund ; Svalbard ; principal component and cluster analyses ; Arctic fjords ; Spitsbergen ; seafloor morphological model ; underwater acoustics",""," Mateusz Moskalik, Jaroslaw Tegowski, Piotr Grabowiecki, Monika Zulichowska."," 10.5697/oc.56-1.059"
"1116"," Chemometric optimization of derivatization reactions prior to gas chromatography : mass spectrometry analysis",""," chemometric analysis ; principal component analysis (PCA) ; cluster analysis (CA) ; derivatization ; optimization ; GC-MS analysis of drug residues",""," Jolanta Kumirska, Alina Plenis, Paulina Lukaszewicz, Magda Caban, Natalia Migowska, Anna Bialk-Bielinska, Malgorzata Czerwicka, Piotr Stepnowski."," 10.1016/j.chroma.2013.04.079"
"1117"," Classification based on prototypes generated with fuzzy C-means clustering and differential evolution",""," machine learning ; combined classifier ; fuzzy C-means clustering ; evolutionary algorithms ; differential evolution",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.1007/978-3-642-42017-7_13"
"1118"," Online classifiers based on fuzzy C-means clustering",""," online learning ; fuzzy C-means clustering",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.1007/978-3-642-40495-5_43"
"1119"," Identity of cluster structures. Theoretical considerations and practical implications",""," cluster ; cluster initiative ; identity ; identification ; social group",""," Adrian Lis, Anna Lis."," 10.7366/1509499545002"
"1120"," Combined classifier constructed from the reduced dataset obtained using fuzzy C-means and differential evolution algorithms.",""," combined classifier ; fuzzy C-means clustering ; differential evolution",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.3233/978-1-61499-105-2-1171"
"1121"," Cysteine desulfurase Nfs1 and Pim1 protease control levels of Isu, the Fe-S cluster biogenesis scaffold.",""," proteolysis ; Hsp70 ; aging ; Saccharomyces cerevisiae",""," Ji-Yoon Song, Jaroslaw Marszalek, Elizabeth Anne Craig."," 10.1073/pnas.1206945109"
"1122"," Elucidation of the gas vesicle gene clusters in cyanobacteria of the genus Arthrospira (Oscillatoriales, Cyanophyta) and correlation with ITS phylogeny.",""," Arthrospira ; cyanobacteria ; gas vacuoles ; gas vesicles ; gvpA ; gvpC ; gvpN ; internal transcribed spacer (ITS)",""," Magdalena Miklaszewska, Malgorzata Waleron, Nicolas Morin, Magdalena Calusinska, Annick Wilmotte, Nicole Tandeau De Marsac, Rosmarie Rippka, Krzysztof Waleron."," 10.1080/09670262.2012.692817"
"1123"," Influence of ice concentration and floe-size distribution on cluster formation in sea-ice floes",""," sea ice ; granular materials ; molecular-dynamics model ; cluster formation ; collisional stress",""," Agnieszka Herman."," 10.2478/s11534-012-0071-6"
"1124"," Interaction of J-protein co-chaperone Jac1 with Fe-S scaffold isu is indispensable in vivo and conserved in evolution.",""," Fe-S cluster biogenesis ; mitochondria ; Jac1/HscB ; Isu/IscU ; yeast",""," Szymon Ciesielski, Brenda A. Schilke, Jerzy Osipiuk, Lance Bigelow, Rory Mulligan, Julia Majewska, Andrzej Joachimiak, Jaroslaw Marszalek, Elizabeth A. Craig, Rafal Dutkiewicz."," 10.1016/j.jmb.2012.01.022"
"1125"," Is the p-chloroaniline anion bound almost entirely by correlation?",""," ab initio calculations ; binding energy ; coupled cluster calculations ; electron correlations ; negative ions ; organic compounds",""," Sylwia Smuczynska, Iwona Gwarda, Iwona Anusiewicz, Piotr Skurski."," 10.1063/1.3092980"
"1126"," Molecular chaperones involved in mitochondrial iron-sulfur protein biogenesis",""," J-domain proteins ; Hsp70 ; iron-sulfur clusters ; mitochondria ; yeast",""," Rafal Dutkiewicz, Agnieszka Nowak."," 10.1007/s00775-017-1504-x"
"1127"," Perspectives from the NanoSafety Modelling Cluster on the validation criteria for (Q)SAR models used in nanotechnology",""," nano-QSAR ; QNTR ; QNAR ; QSAR ; validation",""," Tomasz Puzyn, Nina Jeliazkova, Haralambos Sarimveis, Richard L. Marchese Robinson, Vladimir Lobaskin, Robert Rallo, Andrea-N. Richarz, Agnieszka Gajewicz, Manthos G. Papadopulos, Janna Hastings, Mark T. D. Cronin, Emilio Benfenati, Alberto Fern&#0225;ndez."," 10.1016/j.fct.2017.09.037"
"1128"," The relations between the bikesharing systems and public expenditures. Cluster analysis of the Polish bikesharing systems",""," modal split ; transport behaviour ; public health",""," Michal Suchanek, Marcin Wolek."," 10.1007/978-3-319-74461-2_4"
"1129"," An ensemble of the distance-based and Naive Bayes classifiers for the online classification with data reduction",""," Online classification ; kernel-based fuzzy clustering ; bias-correction fuzzy clustering",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.3233/JIFS-169127"
"1130"," Fe-S cluster Hsp70 chaperones: the ATPase cycle and protein interactions",""," J-protein Hsc20 ; protein-protein interaction ; GST pull-down assay ; mitochondria ; yeast",""," Rafal Dutkiewicz, Malgorzata Nowak, Elizabeth A. Craig, Jaroslaw Marszalek."," 10.1016/bs.mie.2017.07.004"
"1131"," Apache Spark implementation of the distance-based Kernel-based fuzzy C-means clustering classifier",""," clustering ; classification ; fuzzy C-means",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz, Izabela Wierzbowska."," 10.1007/978-3-319-39630-9_26"
"1132"," Determination of urinary biogenic amines' biomarker profile in neuroblastoma and pheochromocytoma patients by MEKC method with preceding dispersive liquid-liquid microextraction",""," neuroblastoma ; biogenic amines (BAs) ; cancer biomarkers ; urine sample analysis ; micellar electrokinetic chromatography (MEKC) ; dispersive liquid-liquid microextraction (DLLME) ; hierarchical cluster analysis (HCA)",""," Natalia Miekus, Ilona Oledzka, Alina Plenis, Piotr Kowalski, Ewa Bien, Aleksandra Miekus, Malgorzata Anna Krawczyk, Elzbieta Adamkiewicz-Drozynska, Tomasz Baczek."," 10.1016/j.jchromb.2016.10.007"
"1133"," Distance-based online classifiers",""," online learning ; fuzzy C-means clustering ; kernelized clustering ; Rotation Forest",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.1016/j.eswa.2016.05.015"
"1134"," The hierarchical agglomerative SOM in the cluster analysis",""," cluster analysis ; unsupervised neural networks ; SOM ; agglomerative hierarchical SOM (HaSOM)",""," Kamila Migdal-Najman, Krzysztof Najman."," 10.15611/pn.2016.426.14"
"1135"," The hierarchical divisive SOM in the cluster analysis",""," cluster analysis ; unsupervised neural networks ; SOM ; divisive hierarchical SOM (HdSOM)",""," Kamila Migdal-Najman, Krzysztof Najman."," 10.15611/pn.2016.426.13"
"1136"," Iron-sulfur cluster biogenesis chaperones : evidence for emergence of mutational robustness of a highly specific protein-protein interaction",""," J-protein cochaperones ; Hsp70 chaperones ; gene duplication ; protein coevolution ; mitochondria",""," Wojciech Delewski, Bogumila Paterkiewicz, Mateusz Manicki, Brenda Schilke, Bartlomiej Tomiczek, Szymon J. Ciesielski, Lukasz Nierzwicki, Jacek Czub, Rafal Dutkiewicz, Elizabeth A. Craig, Jaroslaw Marszalek."," 10.1093/molbev/msv254"
"1137"," The effect of metal cluster deposition route on structure and photocatalytic activity of mono- and bimetallic nanoparticles supported on TiO2 by radiolytic method",""," TiO2 ; bimetallic nanoparticle deposition ; noble metals ; toluene ; photocatalysis",""," Marek Klein, Joanna Nadolna, Anna Golabiewska, Pawel Mazierski, Tomasz Klimczuk, Hynd Remita, Adriana Zaleska-Medynska."," 10.1016/j.apsusc.2016.03.191"
"1138"," Cluster analysis application in cognitive processes of transport enterprise stratification",""," cluster analysis ; economic stratification ; transport enterprises",""," Andrzej Letkiewicz, Beata Majecka, Michal Suchanek."," 10.18276/ptl.2016.35-08"
"1139"," A hybrid distance-based and naive bayes online classifier",""," online learning ; kernel based fuzzy clustering",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.1007/978-3-319-24306-1_21"
"1140"," A novel coarse-grained description of protein structure and folding by UNRES force field and discrete nonlinear Schr&#0246;dinger equation",""," UNRES ; force-field ; Davydov soliton ; dark soliton ; molecular dynamics ; energy landscape ; Landau Hamiltonian ; gauge inverse ; physics-based ; cumulant-cluster expansion ; mean-force potentials ; loop structures ; wave-analysis physics ; protein flexibility ; kink formation ; kink disappearance ; kink movement ; folding pathways ; local interactions",""," Adam Liwo, Antti Niemi, Xubiao Peng, Adam K. Sieradzan."," 10.2174/9781608058648115010009"
"1141"," Ab initio studies of anatase TiO2 (101) surface-supported Au8 clusters",""," density-functional theory ; TiO2 anatase ; surface (101) ; Au-cluster ; vdW-DF ; electronic structure",""," Alicja Mikolajczyk, H. P. Pinto, Agnieszka Gajewicz, Tomasz Puzyn, J. Leszczynski."," 10.2174/1568026615666150506151826"
"1142"," Applying fuzzy clustering method to color image segmentation",""," fuzzy clustering method ; color image segmentation ; distance measures ; similarity measure ; parallel computing ; OpenMP",""," Omer Sakarya."," 10.15439/2015F222"
"1143"," Distance-based ensemble online classifier with Kernel clustering",""," kernel functions ; kernel based fuzzy clustering ; online learning",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.1007/978-3-319-19857-6_25"
"1144"," Molecular modeling of the binding modes of the iron-sulfur protein to the Jac1 co-chaperone from Saccharomyces cerevisiae by all-atom and coarse-grained approaches",""," iron-sulfur cluster biogenesis ; iron-sulfur protein 1 ; J-protein ; Isu1-Jac1 interactions ; UNited RESidue (UNRES) force field ; homology modeling",""," Magdalena A. Mozolewska, Pawel Krupa, Harold A. Scheraga, Adam Liwo."," 10.1002/prot.24824"
"1145"," The assessment of impact value of Minkowski's constant for the possibility of group structure identification in high dimensional dat",""," cluster analysis ; curse of dimensionality ; exponential metrics",""," Kamila Migdal-Najman."," 10.15611/pn.2015.384.20"
"1146"," Between cooperation and competition - coopetition strategy in ICT clusters",""," coopetition ; cooperation ; competition ; clusters",""," Emilia Dobrowolska."," 10.12775/AUNC_ZARZ.2015.021"
"1147"," Potential of cooperation in newly formed cluster initiatives - evidence from the tourism sector",""," networking ; cooperation ; clusters ; SME sector ; tourism",""," Sylwia Badowska, Anna Golec."," 10.7172/1644-9584.50.9"
"1148"," The role of mitochondria and the CIA machinery in the maturation of cytosolic and nuclear iron-sulfur proteins",""," membrane transport ; ABC transporter ; Atm1-ABCB7 ; iron-sulfur cluster ; iron storage disease ; glutathione ; glutaredoxin ; cysteine desulfurase ; frataxin",""," Roland Lill, Rafal Dutkiewicz, Sven A. Freibert, Torsten Heidenreich, Judita Mascarenhas, Daili J. Netz, Viktoria D. Paul, Antonio J. Pierik, Nadine Richter, Martin St&#0252;mpfig, Vasundara Srinivasan, Oliver Stehling, Ulrich M&#0252;hlenhoff."," 10.1016/j.ejcb.2015.05.002"
"1149"," The application of the parallel computing in cluster analysis",""," algorithm acceleration ; cluster analysis ; parallel computing",""," Krzysztof Najman."," 10.15611/pn.2015.384.22"
"1150"," A family of the online distance-based classifiers",""," online learning ; fuzzy C-means clustering ; Rotation Forest",""," Joanna Jedrzejowicz, Piotr Jedrzejowicz."," 10.1007/978-3-319-05458-2_19"
"1151"," Genuinely multipoint temporal quantum correlations and universal measurement-based quantum computing",""," spatial correlations ; temporal correlations ; quantum measurements ; Greenberger-Horne-Zeilinger correlations ; general measurements ; 1D-cluster-gate ; universal one-way quantum computing",""," Marcin Markiewicz, Anna Przysiezna, Stephen Brierley, Tomasz Paterek."," 10.1103/PhysRevA.89.062319"
"1152"," High-symmetry compact structures are preferred equilibrium configurations of LinFn+1- (n = 2-5) superhalogen anions",""," superhalogen ; anions ; clusters ; electronic stability ; ab initio calculations ; vertical electron detachment",""," Dorota Wilenska, Piotr Skurski, Iwona Anusiewicz."," 10.1016/j.jfluchem.2014.09.015"
"1153"," Principal component and cluster analysis for determining diversification of bottom morphology based on bathymetric profiles from Brepollen (Hornsund, Spitsbergen)",""," fjord morphology ; Brepollen ; Hornsund ; Svalbard ; principal component and cluster analyses ; Arctic fjords ; Spitsbergen ; seafloor morphological model ; underwater acoustics",""," Mateusz Moskalik, Jaroslaw Tegowski, Piotr Grabowiecki, Monika Zulichowska."," 10.5697/oc.56-1.059"
"1154"," Chemometric optimization of derivatization reactions prior to gas chromatography : mass spectrometry analysis",""," chemometric analysis ; principal component analysis (PCA) ; cluster analysis (CA) ; derivatization ; optimization ; GC-MS analysis of drug residues",""," Jolanta Kumirska, Alina Plenis, Paulina Lukaszewicz, Magda Caban, Natalia Migowska, Anna Bialk-Bielinska, Malgorzata Czerwicka, Piotr Stepnowski."," 10.1016/j.chroma.2013.04.079"
